OBJECTID,מקום,הערות,תאריך,שעות שהייה,סוג מיקום,x,y
5774,ב'פלורנטינה' בדרום תל אביב,עד יום למחרת,9/3/2020,21:00-01:00,0,34.76703640000005,32.05701060000007
5761,"תלמוד תורה ""דיברות משה"" רחוב קצנלבוגן 83 ירושלים", ,9/3/2020,08:00-15:00,מיקום חולה,35.17632260000005,31.78804230000003
5762,"תלמוד תורה ""דיברות משה"" רחוב קצנלבוגן 83 ירושלים", ,9/3/2020,08:00-15:00,מיקום חולה,35.17632260000005,31.78804230000003
5763,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים", ,9/3/2020,18:15-19:15,מיקום חולה,35.103297800000064,31.803590100000065
6018,"מכון לב בגבעת מרדכי, ירושלים", ,9/3/2020,לא ידוע,0,35.19111970000006,31.76504710000006
6019,"מכון לב בגבעת מרדכי, ירושלים", ,9/3/2020,17:30-19:30,0,35.19111970000006,31.76504710000006
6025,"בית הכנסת 'תפארת ציון ושרה', הרב מנהר 20, הר חומה, ירושלים", ,9/3/2020,05:15-07:00,0,35.224146835000056,31.72199219600003
6026,מרפאות השיניים בבית החולים הדסה עין כרם, ,9/3/2020,08:30-11:30,0,35.14948033700006,31.764307210000027
6027,"בית הכנסת ברחוב הרב מנהר 4, הר חומה, ירושלים", ,9/3/2020,07:15-18:10,0,35.224146835000056,31.721995238000034
6034,קופת חולים כללית סניף חבד רחוב נחלת הר חבד 9 קרית מלאכי, ,9/3/2020,10:20-11:00,0,34.73942590000007,31.729985200000044
6035,קופת חולים כללית סניף חבד רחוב נחלת הר חבד 9 קרית מלאכי, ,9/3/2020,11:00-11:30,0,34.73942590000007,31.729985200000044
6036,בית כנסת חבסוב קריית מלאכי, ,9/3/2020,18:30-19:30,0,34.739410700000064,31.72995070000007
6013,"סופר יוחננוף, רחוב ניסנבוים יצחק 37, בת ים", ,9/3/2020,11:00-11:30,0,34.75074412400005,32.008982969000044
6014,"אולמי """"סליה"""", רחוב המרכבה 40 חולון", ,9/3/2020,20:00-22:00,0,34.806940600000075,32.00766660000005
5983,קיבוץ מגדל עוז בגוש עציון,מסיבת פורים מדרשת בנות,9/3/2020,15:00-02:00,0,35.143139000000076,31.64093200000008
6002,"בית כנסת ""אהבה ואחווה"" פנחס לבון 3 חולון", ,9/3/2020,20:30-21:00,0,34.77057410000003,32.00946890000006
5989,"קופת חולים כללית, הרצל 7 כפר יונה", ,9/3/2020,09:00-10:30,0,34.93365950000003,32.319147900000075
5967,בית כנסת ויזניץ בני ברק  ברחוב תורת חיים, ,9/3/2020,18:00-19:00,0,34.83857630000006,32.076073500000064
5968,בית כנסת ויזניץ בני ברק  ברחוב תורת חיים, ,9/3/2020,21:30-00:30,0,34.83857630000006,32.076073500000064
5946,"מכולת פוליצר, כפר ויתקין", ,9/3/2020,17:10-17:24,0,34.87482830000005,32.38063370000003
5912,בנק יהב עפולה, ,9/3/2020,08:15-14:30,0,35.29409380000004,32.60379080000007
5935,בית הכנסת המרכזי בעתניאל,קריאת מגילה,9/3/2020,20:00-21:00,0,35.02952783000006,31.44097985900004
5936,מועדון הנוער עתניאל,מסיבת פורים לנשים,9/3/2020,21:00-23:30,0,35.02924630000007,31.43875160000005
5921,"בית הכנסת 'תפילה למשה ואליהו' (המרוקאי), רחוב בית הבחירה, אפרת", ,9/3/2020,08:00-09:00,0,35.14993400000003,31.653589000000068
5922,"בית הכנסת 'השטיבלאך', רחוב החי""ש, ירושלים",תפילת מנחה,9/3/2020,14:10-14:30,0,35.20737490000005,31.76339840000003
5923,בית הכנסת המרכזי בשכונת תמר באפרת,קריאת המגילה,9/3/2020,18:00-19:00,0,35.16417000000007,31.68029000000007
5924,בית הכנסת המרכזי בשכונת תמר באפרת, ,9/3/2020,21:30-23:00,0,35.16414337200007,31.68028851500003
5898,דיזי פרישדון רח' דיזינגוף 121 תל אביב, ,9/3/2020,20:30-02:00,0,34.77372810000003,32.08112120000004
5882,בית חולים וולפסון,כל מי שביקר במחלקה פנימית ד' או במחלקת רגל סכרתית,9/3/2020,00:00-23:59,0,34.76270740000007,32.03603090000007
5867,מסיבת פורים ב'פלורנטינה' בדרום תל אביב, ,9/3/2020,21:00-00:00,0,34.76703640000005,32.05701060000007
5873,בית כנסת שכונת תמר אפרת,קריאת המגילה,9/3/2020,18:00-20:00,0,35.16416583900008,31.68029570600004
5956,"בית הכנסת מנוחת שלמה, רחוב קאסוטו 14, ירושלים", ,9/3/2020,17:30-17:50,0,35.18698750000004,31.762468200000058
6074,מרפאת מטודלה של קופת חולים כללית ירושלים,עובדת בריאות,9/3/2020,00:00-23:59,0,35.21266280000003,31.77209940000006
5493,"בית כנסת ""אור לשבים"" יהוד",תפילה,9/3/2020,05:00-07:00,מיקום חולה,34.89205000000004,32.03719000000007
5489,בית כנסת החושן במודיעין,,9/3/2020,05:30-06:30,מיקום חולה,34.99476000000004,31.903590000000065
5646,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,9/3/2020,06:15-08:15,מיקום חולה,34.839420000000075,32.084520000000055
5623,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,9/3/2020,06:15-08:15,מיקום חולה,34.839420000000075,32.084520000000055
5328,ארוחת בוקר במלון דן פנורמה בתל אביב,,9/3/2020,06:30-07:15,מיקום חולה,34.763180000000034,32.06474000000003
5378,"סניף ""כרמים"", קופת חולים כללית, ראשון לציון",,9/3/2020,07:00-08:00,מיקום חולה,34.779540000000054,31.975400000000036
5473,בית כנסת משכן נתן צפת,"בוקר, צהריים וערב",9/3/2020,07:00-19:00,מיקום חולה,35.50198640000008,32.96877760000007
5439,רח' פז 3 שכונת קייזר מודיעין,צופים שבט תבור,9/3/2020,07:00-21:00,מיקום חולה,34.990897000000075,31.908272000000068
5352,"מעון יום של חבד של נורית קרומבי,צפת",,9/3/2020,07:30-16:00,מיקום חולה,35.50559000000004,32.96380000000005
5308,"ישרוטל ים המלח, עין בוקק",ארוחת בוקר,9/3/2020,08:00-10:00,מיקום חולה,35.36106870000003,31.192988300000025
5681,ישיבה מתיבתא מגדל העמק,,9/3/2020,08:00-15:00,מיקום חולה,35.230038843000045,32.68106118500003
5705,"תלמוד תורה ""דיברות משה"" רחוב קצנלבוגן 83 ירושלים",,9/3/2020,08:00-15:00,מיקום חולה,35.17632260000005,31.78804230000003
5706,"תלמוד תורה ""דיברות משה"" רחוב קצנלבוגן 83 ירושלים",,9/3/2020,08:00-15:00,מיקום חולה,35.17632260000005,31.78804230000003
5329,"טיול ביפו ליד מסעדת סנט ג'ורג', יפו העתיקה, סיור בסמטאות, ירידה לכיוון הכנסייה הגדולה סאן פטרוס, הליכה דרך המדרגות לתחנת אוטובוס מול הכניסה לנמל.",,9/3/2020,08:30-10:30,מיקום חולה,34.75213400000007,32.05474900000007
5273,קניון רחובות ,קופת חולים לאומית,9/3/2020,09:05-09:40,מיקום חולה,34.80682420000005,31.893306800000065
5415,שגרירות צרפת תל-אביב,,9/3/2020,09:30-10:30,מיקום חולה,34.76792000000006,32.080940000000055
5316,ברכול אושיות רחובות,,9/3/2020,10:15-10:50,מיקום חולה,34.819083300000045,31.888121600000034
5387,"האורגים 6, אזור התעשיה הקלה, טופ סנטר","פלאפון, סניף אשדוד",9/3/2020,10:30-11:10,מיקום חולה,34.662090000000035,31.81036000000006
5474,"סופרמרקט יש, צפת",,9/3/2020,10:30-11:15,מיקום חולה,35.50502000000006,32.971580000000074
5330,"הליכה לאורך שוק הכרמל בתל אביב, ללא כניסה לחנויות.",,9/3/2020,11:00-12:00,מיקום חולה,34.769040000000075,32.06868000000003
5297,"הברזל 21, תל אביב",קפה עלמה,9/3/2020,12:00-13:00,מיקום חולה,34.838630900000055,32.10877810000005
5475,"כולל מרקט חב""ד איזור תעשייה",,9/3/2020,12:00-13:00,מיקום חולה,35.483400000000074,32.962590000000034
5388,"סופר ""מרקט בעיר"", גן יבנה",,9/3/2020,12:00-12:15,מיקום חולה,34.714450000000056,31.78952000000004
5392,"בנק פועלים ברחוב ישראל גורי 34, תל אביב",,9/3/2020,12:00-13:00,מיקום חולה,34.780970000000025,32.04204900000008
5379,סינמה סיטי,,9/3/2020,12:30-14:30,מיקום חולה,34.77095000000003,31.984000000000037
5380,"הבנק הבינלאומי, רח' ילדי טהרן, ראשון לציון",,9/3/2020,12:30-13:00,מיקום חולה,34.76878000000005,31.984960000000054
5331,גן לאומי קיסריה,,9/3/2020,12:30-13:30,מיקום חולה,34.89232000000004,32.50108000000006
5494,"בית כנסת ""אור לשבים"" יהוד",תפילה,9/3/2020,12:30-13:00,מיקום חולה,34.89205000000004,32.03719000000007
5309,"מסעדת דוניאנא (בונירם), עיר עתיקה 11, עכו",,9/3/2020,13:00-15:00,מיקום חולה,35.06846600000006,32.919178000000045
5416,מסעדה סינית הונג קונג דים סאם ברחוב בן יהודה 9 תל אביב,,9/3/2020,13:30-14:30,מיקום חולה,34.76801000000006,32.074400000000026
5521,מועדון כפרי משגב,חדר כושר,9/3/2020,13:30-15:45,מיקום חולה,35.259767500000066,32.860173400000065
5332,מסעדת מיזייד בדאלית אל כרמל,מיקום לא ודאי,9/3/2020,13:50-14:45,מיקום חולה,35.05186200000003,32.69508200000007
5428,קניון רמי לוי,סניף רמי לוי,9/3/2020,14:00-16:00,מיקום חולה,35.14648600000004,31.79666000000003
5423,"""פועה"" ברחוב רבי יונתן 8 ביפו",,9/3/2020,14:00-17:00,מיקום חולה,34.756139000000076,32.05264200000005
5417,בגלדריה Anita רחוב שבזי 23 פינת פינס 40 תל אביב,,9/3/2020,14:30-15:00,מיקום חולה,34.76646000000005,32.06268000000006
5333,"ביקור באולם האבירים, בעכו",,9/3/2020,15:30-17:00,מיקום חולה,35.070530000000076,32.92358000000007
5527,"בית קפה נונה רח' אבן גבירול 44, ת""א",,9/3/2020,15:30-16:30,מיקום חולה,34.78159560000006,32.07692060000005
5551,בית מרקחת בסופרפארם בקניון דימונה,,9/3/2020,16:00-16:10,מיקום חולה,35.01982000000004,31.060550000000035
5495,"בית כנסת ""אור לשבים"" יהוד",תפילה,9/3/2020,17:00-19:30,מיקום חולה,34.89205000000004,32.03719000000007
5373,"בית הכנסת ""שירת גנים"" רחוב הסביון 9 ירושלים",,9/3/2020,17:00-18:00,מיקום חולה,35.165670000000034,31.75388000000004
5402,בנק מסד רחוב שמאי 16 ירושלים,,9/3/2020,17:20-17:35,מיקום חולה,35.21961300000004,31.781123000000036
5354,בית הכנסת אוהל אבנר ברחוב דגניה 40 באור יהודה,,9/3/2020,18:00-19:30,מיקום חולה,34.86230000000006,32.02427000000006
5358,בית הכנסת אוהל אבנר ברחוב דגניה 40 באור יהודה,,9/3/2020,18:00-19:30,מיקום חולה,34.86230000000006,32.02427000000006
5334,"קבלת חדרים בלובי מלון דן פנורמה,חיפה",,9/3/2020,18:00-19:00,מיקום חולה,34.98757000000006,32.80663000000004
5624,"בית הכנסת ""אור החיים"" ברחוב רבי עקיבא 134, בני ברק",,9/3/2020,18:00-20:00,מיקום חולה,34.83628422500004,32.08556140200005
5647,"בית הכנסת ""אור החיים"" ברחוב רבי עקיבא 134, בני ברק",,9/3/2020,18:00-20:00,מיקום חולה,34.83628422500004,32.08556140200005
5562,קניון עזריאלי מודיעין חנות קולומביה,,9/3/2020,18:15-18:45,מיקום חולה,35.00883230000005,31.899581200000057
5707,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים",,9/3/2020,18:15-19:15,מיקום חולה,35.103297800000064,31.803590100000065
5695,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים",,9/3/2020,18:15-19:15,מיקום חולה,35.103297800000064,31.803590100000065
5701,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים",,9/3/2020,18:15-19:15,מיקום חולה,35.103297800000064,31.803590100000065
5403,קניון מלחה בירושלים,אזור המזון מהיר ובסופר,9/3/2020,18:30-20:30,מיקום חולה,35.187333000000024,31.751716000000044
5563,מסעדת גריל 443,,9/3/2020,18:45-19:30,מיקום חולה,35.01638890000004,31.91472220000003
5425,"""קולנוע פאר"", רח' ישעיהו 1, תל אביב",חדר כושר,9/3/2020,19:00-20:00,מיקום חולה,34.778684000000055,32.095064000000036
5335,"ארוחת ערב במלון דן פנורמה, חיפה",,9/3/2020,19:00-20:30,מיקום חולה,34.98757000000006,32.80663000000004
5310,"מסעדת הבוקרים, קיבוץ מירום גולן, רמת הגולן",,9/3/2020,19:30-21:30,מיקום חולה,35.77957950000007,33.130764200000044
5564,רחוב דליה 23 בת ים,אימון ג'יו ג'יטצו,9/3/2020,19:30-21:00,מיקום חולה,34.75688660000003,32.00758530000007
5419,"מכון הכושר Metro, רחוב עליית הנוער 27 פינת התעש 1, גבעתיים",חוג Station45,9/3/2020,20:15-21:00,מיקום חולה,34.801753000000076,32.074869000000035
5683,מועדון נוער אור ישראלי,,9/3/2020,20:30-23:59,מיקום חולה,35.23781354400006,32.68153181300005
5528,"אולם ""שבע"" רח' הצפירה 21, ת""א",אירוע,9/3/2020,21:00-23:59,מיקום חולה,34.782718000000045,32.06079500000004
5595,"בית חב""ד רובע הבנים, קרית גת",,9/3/2020,21:20-22:00,מיקום חולה,34.75921820000008,31.619776500000057
5565,"פופא טבקו, רחוב האודם 23, מודיעין",,10/3/2020,22:00-22:15,מיקום חולה,34.99514700000003,31.90423500000003
5445,"מועדון ""Sura Mare"", רחוב סעדיה גאון 24, תל אביב",מסיבת פורים,10/3/2020,23:00-23:59,מיקום חולה,34.78229300000004,32.06820600000003
5432,"מועדון Sura Mare, רחוב סעדיה גאון 24, תל אביב",מסיבת פורים,10/3/2020,23:00-23:59,מיקום חולה,34.78229300000004,32.06820600000003
5433,"מועדון Sura Mare, רחוב סעדיה גאון 24, תל אביב",מסיבת פורים,10/3/2020,00:00-00:30,מיקום חולה,34.78229300000004,32.06820600000003
5446,"מועדון ""Sura Mare"", רחוב סעדיה גאון 24, תל אביב",מסיבת פורים,10/3/2020,00:00-03:00,מיקום חולה,34.78229300000004,32.06820600000003
5410,"דיור מוגן ""מגדל נופים"" רחוב הנריטה סאלד 2 ירושלים",,10/3/2020,00:00-23:59,מיקום חולה,35.17127000000005,31.762360000000054
5391,"מועדון ""זוזו"", שדרות רוטשילד 32, תל אביב",בכל שעות פעילות,10/3/2020,00:00-23:59,מיקום חולה,34.77288600000003,32.06322400000005
5529,"אולם ""שבע"" רח' הצפירה 21, ת""א",אירוע,10/3/2020,00:00-02:00,מיקום חולה,34.782718000000045,32.06079500000004
5585,"ישיבת חב""ד קריית שמואל",,10/3/2020,00:00-20:00,מיקום חולה,35.06753880000008,32.83049390000008
5684,מועדון נוער אור ישראלי,,10/3/2020,00:00-02:00,מיקום חולה,35.23781354400006,32.68153181300005
5740,מועדון נוער אור ישראלי, ,10/3/2020,00:00-02:00,מיקום חולה,35.23781354400006,32.68153181300005
5741,"מועדון נוער ""אור ישראלי"" מגדל העמק", ,10/3/2020,16:00-21:00,מיקום חולה,35.238785509000024,32.67711977300007
5752,"בית הכנסת ""דרכי אבותינו"" מניין נשים רחוב גורדון 1 קריית יערים", ,10/3/2020,10:15-11:15,מיקום חולה,35.103297800000064,31.803590100000065
5758,"בית הכנסת ""דרכי אבותינו"" מניין נשים רחוב גורדון 1 קריית יערים", ,10/3/2020,10:15-11:15,מיקום חולה,35.103297800000064,31.803590100000065
5764,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים", ,10/3/2020,08:00-09:30,מיקום חולה,35.103297800000064,31.803590100000065
5775,"בית הכנסת 'קהילת צעירים' חיב""ה ברחוב שמעוני בירושלים", ,10/3/2020,19:00-21:00,0,35.204268624000065,31.76501696400004
5776,"בית הפלמ""ח' ברח' הפלמ""ח 53 בירושלים",עד יום למחרת,10/3/2020,21:00-01:00,0,35.20755913100004,31.76448204600007
5789,"בית כנסת רשב""י מגדל העמק",עד יום למחרת,10/3/2020,07:00-02:00,0,35.242441100000065,32.67396290000005
5806,"בית כנסת ""אשכנזי"", עינב.", ,10/3/2020,07:00-08:00,0,35.126154642000074,32.284903547000056
5779,"בית כנסת ""בית מנחם"" כפר חב''ד", ,10/3/2020,08:30-09:30,0,34.84984590000005,31.99151990000007
5780,"ידיעות אחרונות ברחוב נוח מוזס ,1 ראשון לציון", ,10/3/2020,10:30-12:30,0,34.75996440000006,31.991887400000053
5821,"בית הכנסת ""פאר יוסף דעעש"", רחוב מירסקי 7, רמות, ירושלים", ,10/3/2020,18:45-20:30,0,35.19162840000007,31.820979100000045
5815,בית כנסת חושן רח' בדולח 12 מודיעין1,קריאת מגילה לנשי,10/3/2020,09:30-11:00,0,34.99460790000006,31.903697100000045
5847,"בית הכנסת תפארת נחמן (אולם גדול), רחוב אבן שפרוט 2, בני ברק", ,10/3/2020,07:30-09:00,0,34.832784900000036,32.09021530000007
5848,"אולם שמחות ""קרן החסד"", רחוב הושע 20, בני בר", ,10/3/2020,14:00-19:00,0,34.837699300000054,32.08833930000003
5874,סופר פארם מרכז גירון בן גוריון 21 אשקלון, ,10/3/2020,11:00-11:30,0,34.56565290000003,31.66413060000008
5809,"מכון כושר קרוספיט – עתיר ידע 19, בכפר סבא1", ,10/3/2020,06:00-07:00,0,34.93474580000003,32.161820900000066
5868,"בית הכנסת 'קהילת צעירים' חיב""ה ברחוב שמעוני בירושלים", ,10/3/2020,19:00-21:00,0,35.203651716000024,31.765249570000037
5869,"'בית הפלמ""ח' ברח' הפלמ""ח 53 בירושלים", ,10/3/2020,21:00-00:00,0,35.20771800000006,31.76440010000005
5883,בית חולים וולפסון,כל מי שביקר במחלקה פנימית ד' או במחלקת רגל סכרתית,10/3/2020,00:00-23:59,0,34.76270740000007,32.03603090000007
5899,מסיבת PURIMAGINE דרך קיבוץ גלויות 45 תל אביב, ,10/3/2020,02:00-04:00,0,34.76831850000008,32.05207430000007
5900,סופר פארם גראנד קניון באר שבע שדרות דוד טוביהו 125 באר שבע, ,10/3/2020,17:30-18:00,0,34.771183000000065,31.25093080000005
5901,בית קפה ארומה גראנד קניון באר שבע  שדרות דוד טוביהו 125 באר שבע, ,10/3/2020,17:30-18:30,0,34.77318370000006,31.250118800000052
5902,מסעדת BBB מרכז ביג חיל הנדסה 1  באר שבע, ,10/3/2020,22:30-23:00,0,34.812566100000026,31.24475220000005
5903,מסיבת פורים במועדון פורום באר שבע, ,10/3/2020,23:30-02:15,0,34.80229500000007,31.222229200000072
5925,בית הכנסת המרכזי בשכונת תמר באפרת, ,10/3/2020,08:00-09:15,0,35.16417000000007,31.68029000000007
5926,בית הכנסת המרכזי בשכונת תמר באפרת, ,10/3/2020,20:30-20:45,0,35.16417000000007,31.68029000000007
5937,בית הכנסת המרכזי בעתניאל,קריאת מגילה,10/3/2020,11:00-12:00,0,35.02951532000003,31.441001223000058
5913,בנק יהב עפולה, ,10/3/2020,08:15-15:00,0,35.29409380000004,32.60379080000007
5947,"קפה קפה, קיבוץ יפעת", ,10/3/2020,11:00-11:45,0,35.22144720000006,32.67473120000005
5948,"מרכז מזון, נהלל", ,10/3/2020,12:00-13:00,0,35.196473457000025,32.69020169600003
5949,"מסעדת נישי, שד' בן-עמי 113 בנתניה", ,10/3/2020,20:00-21:00,0,34.84319890000006,32.30510700000008
5958,"חנות ""בנא משקאות"" בקניון פרץ סנטר בדימונה", ,10/3/2020,14:00-15:00,0,35.02031370000003,31.05993230000007
5969,מקווה רחוב רבינה 16 בבני ברק, ,10/3/2020,09:30-10:00,0,34.835226000000034,32.08493200000004
5970,בית כנסת ויזניץ בני ברק  ברחוב תורת חיים, ,10/3/2020,10:10-11:00,0,34.83857630000006,32.076073500000064
5971,בית כנסת ויזניץ בני ברק  ברחוב תורת חיים,משתה היין,10/3/2020,15:00-17:30,0,34.83857630000006,32.076073500000064
5972,בית כנסת ויזניץ בני ברק  ברחוב תורת חיים, ,10/3/2020,09:30-22:30,0,34.83857630000006,32.076073500000064
5990,סופר מגה בעיר מנחם בגין 44 כפר יונה, ,10/3/2020,11:50-12:25,0,34.93653420000004,32.311227200000076
6003,"חנות Yellow בתחנת דלק פז, דרך לוי אשכול 23 קריית אונו", ,10/3/2020,01:00-01:30,0,34.86161160000006,32.063787700000034
6004,"אוהל קריאת מגילה, פנחס לבון 13 חולון", ,10/3/2020,14:00-14:45,0,34.77076510000006,32.009416900000076
6005,"סופרפארם קניון חולון, גולדה מאיר 7", ,10/3/2020,15:30-16:00,0,34.77985000000007,32.01225000000005
6006,"קפה ג'ו קניון חולון, גולדה מאיר 7", ,10/3/2020,16:15-17:30,0,34.778810200000066,32.012274500000046
5984,"""בית נבון"" רחוב  הנביאים 54 ירושלים",מסיבת פורים,10/3/2020,21:00-00:00,0,35.217040300000065,31.784549800000036
6037,בית כנסת חבסוב קריית מלאכי, ,10/3/2020,07:00-08:00,0,34.739410700000064,31.72995070000007
6028,"בית הכנסת 'תפארת ציון ושרה', הרב מנהר 20, הר חומה, ירושלים", ,10/3/2020,05:15-06:15,0,35.22414325900007,31.721995237000044
6029,"בית הכנסת ברחוב הרב מנהר 4, הר חומה, ירושלים", ,10/3/2020,17:00-19:30,0,35.22415041200003,31.721995238000034
6020,"בית הכנסת 'אמונה שלמה', הרב אשריאל בוזגלו, ירושלים", ,10/3/2020,17:30-19:15,0,35.21835220000003,31.754406200000066
6075,מרפאת מטודלה של קופת חולים כללית ירושלים,עובדת בריאות,10/3/2020,00:00-23:59,0,35.21266280000003,31.77209940000006
6071,"בית הכנסת 'אוהבי ירושלים' ברח' בן שטח, ירושלים",קריאת מגילה,10/3/2020,07:30-09:00,0,35.22151501400003,31.779753196000055
6080,בית הכנסת 'אור הצפון' ירושלים,קריאת מגילה,10/3/2020,18:30-19:00,0,35.21893920000008,31.794782800000064
6100,"כוכב הים, קיסריה",מסיבה של המרכז הבינתחומי,10/3/2020,14:00-18:15,0,34.88948800000003,32.483700000000056
6101,"שווארמה דבוש, כיכר רבין תל אביב", ,10/3/2020,19:00-19:30,0,34.78152090000003,32.07958940000003
5552,ברקה בבאר שבע,מסיבת פורים,10/3/2020,01:00-02:30,מיקום חולה,34.79271310000007,31.239103300000068
5394,"מסעדת ""סוסו אנד סאן"", רח' משה לוי 10, ראשון לציון",,10/3/2020,01:00-02:30,מיקום חולה,34.77339900000004,31.986691000000064
5496,"בית כנסת ""אור לשבים"" יהוד",תפילה,10/3/2020,05:00-07:00,מיקום חולה,34.89205000000004,32.03719000000007
5648,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,10/3/2020,06:15-08:15,מיקום חולה,34.839420000000075,32.084520000000055
5625,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,10/3/2020,06:15-08:15,מיקום חולה,34.839420000000075,32.084520000000055
5440,"בית ספר עירוני ה', רח' אבנר חושן 57 מודיעין",פורימון,10/3/2020,06:30-23:00,מיקום חולה,34.990973000000054,31.90613200000007
5336,"ארוחת בוקר במלון דן פנורמה, חיפה",,10/3/2020,06:30-07:00,מיקום חולה,34.98757000000006,32.80663000000004
5465,"בית הכנסת ""קול יהודה"" בקריית יערים",,10/3/2020,07:30-08:00,מיקום חולה,35.09994500000005,31.802774000000056
5337,כנסיית מינזר סטלה מאריס חיפה.,,10/3/2020,08:00-09:00,מיקום חולה,34.970120000000065,32.82723000000004
5311,חדר אוכל של קיבוץ מירום גולן,ארוחת בוקר,10/3/2020,08:00-09:00,מיקום חולה,35.777071000000035,33.13258300000007
5708,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים",,10/3/2020,08:00-09:30,מיקום חולה,35.103297800000064,31.803590100000065
5291,מרפאה כללית אופקים (מישור הגפן),,10/3/2020,08:40-09:00,מיקום חולה,34.61261540000004,31.31095400000004
5476,בית כנסת נחום יצחק בכפר חבד,שחרית,10/3/2020,09:00-11:00,מיקום חולה,34.85732000000007,31.98545000000007
5338,"תצפית ברח' יפה נוף, ליד גני הבהאיים, חיפה.",,10/3/2020,09:15-09:30,מיקום חולה,34.98527000000007,32.811360000000036
5420,"בית קפה- מאפייה ברחוב קריניצי 23, רמת גן",,10/3/2020,09:30-10:30,מיקום חולה,34.81753700000007,32.08033700000004
5522,לייזר טאג חיפה,,10/3/2020,10:00-12:00,מיקום חולה,35.04062760000005,32.78969440000003
5696,"בית הכנסת ""דרכי אבותינו"" מניין נשים רחוב גורדון 1 קריית יערים",,10/3/2020,10:15-11:15,מיקום חולה,35.103297800000064,31.803590100000065
5702,"בית הכנסת ""דרכי אבותינו"" מניין נשים רחוב גורדון 1 קריית יערים",,10/3/2020,10:15-11:15,מיקום חולה,35.103297800000064,31.803590100000065
5481,"נתיב השיירות 4, מזכרת בתיה, ישראל","""אמפי פארק יצחקי"" מזכרת בתיה, באזור הכניסה הצפון מזרחי",10/3/2020,10:30-11:30,מיקום חולה,34.83453000000003,31.851170000000025
5339,"כנסית הבשורה, נצרת",,10/3/2020,10:30-12:00,מיקום חולה,35.297390000000064,32.702150000000074
5497,גן שעשועים ברח' הרצל ביהוד,,10/3/2020,11:00-12:00,מיקום חולה,34.88595870000006,32.038008400000024
5396,"""מחסני חשמל"" ברחוב יגאל אלון 127, תל אביב",,10/3/2020,11:30-13:00,מיקום חולה,34.79557200000005,32.07550200000003
5460,"""אמפי פארק יצחקי"" מזכרת בתיה",עדלאידע,10/3/2020,11:45-12:00,מיקום חולה,34.84128400000003,31.853529000000037
5340,א. צהריים מסעדת מערות הבית החדש בנצרת.,,10/3/2020,12:00-13:00,מיקום חולה,35.295353000000034,32.70205900000008
5498,"בית כנסת ""בית אל"" יהוד",,10/3/2020,12:00-13:00,מיקום חולה,34.88566000000003,32.03380000000004
5490,בית כנסת החושן במודיעין,,10/3/2020,12:45-13:00,מיקום חולה,34.99476000000004,31.903590000000065
5341,ביקור בבית הספר הבפטיסטי כולל אולם הכנסיה,,10/3/2020,13:00-13:40,מיקום חולה,35.295353000000034,32.70205900000008
5398,"""ארקפה"" ברחוב מנחם בגין בגין 11, רמת גן",,10/3/2020,13:30-14:30,מיקום חולה,34.80045400000006,32.08640900000006
5447,"אולם האירועים ""כוכב הים"" בקיסריה, קיבוץ שדות ים",מסיבת פורים של המרכז הבינתחומי הרצליה,10/3/2020,14:00-19:00,מיקום חולה,34.89049899500003,32.49797315300003
5342,כנסיה החתונה קתולית (פרנסיסקנים)בכפר כנא.,,10/3/2020,14:00-14:40,מיקום חולה,35.33844000000005,32.74703000000005
5492,מרפאת מכבי דנט בנתיבות,,10/3/2020,14:00-20:00,מיקום חולה,34.59937000000008,31.422070000000076
5499,"רח' גורדון 13, יהוד",סעודת פורים,10/3/2020,14:00-14:30,מיקום חולה,34.88474000000008,32.03161000000006
5343,ביקור בחנות מזכרות של אנוואר בלאן(באמצע המדרגות לכיוון החניה של האוטובוסים לכנסיה הקתולית בכפר כנא),,10/3/2020,14:40-15:00,מיקום חולה,35.33844000000005,32.74703000000005
5530,"אולם אירועים ""כוכב הים"" בקיבוץ שדות ים",מסיבת פורים של המרכז הבינתחומי,10/3/2020,15:00-18:30,מיקום חולה,34.88948800000003,32.483700000000056
5344,ביקור בכנסיית ההתגלות בהר תבור,,10/3/2020,15:50-17:00,מיקום חולה,35.392490000000066,32.686270000000036
5685,"מועדון נוער ""אור ישראלי"" מגדל העמק",,10/3/2020,16:00-21:00,מיקום חולה,35.238785509000024,32.67711977300007
5395,"קולנוע הוט, ישפרו סנטר, מודיעין","סרט ""דד שוט""",10/3/2020,17:00-19:30,מיקום חולה,34.963474000000076,31.889031000000045
5404,קניון מלחה בירושלים,,10/3/2020,17:30-20:30,מיקום חולה,35.187333000000024,31.751716000000044
